point_number,point_type,x,y,yaw
43,map->robot,-3.1369779677543335,13.604885660240296,-91.19497477421402
44,map->robot,-3.551859281939967,6.7074112523393215,-94.33066909523973
45,map->robot,-2.3591493819837783,6.876537199919943,100.08784708864238
46,map->robot,-3.6256242714891,13.580347328713959,98.92903058365616
47,map->robot,-3.706273252658498,13.383971622542322,-87.16482042965968
48,map->robot,-3.5166456805798223,6.720446674801403,-88.97019719109251
49,map->robot,-2.915673138388085,6.725363297825034,79.53183009300447
50,map->robot,-1.549782282628339,13.720118356652723,77.70036451190045
51,map->robot,-5.552024746299029,11.663777280389958,-6.513173359477523
52,map->robot,-1.6491728066505154,11.177974777286316,-7.766635532488126
53,map->robot,-1.2792452451787106,11.496260782314245,177.17294856923561
54,map->robot,-5.708392704231674,11.681570635093465,177.73449309056997
55,map->robot,-5.590207027686748,12.266579785406172,1.686518680338808
56,map->robot,-1.4585665971074686,12.336288104773057,0.20259769030980754
57,map->robot,-1.4296500964434582,12.51110661033842,-178.57420285708156
58,map->robot,-5.443814145091956,12.423937766311823,-179.124863788367
59,map->robot,-5.564462063298183,12.613484965601014,-2.022777376374536
60,map->robot,-1.3159851221179135,12.373712054957927,-4.904292130381478
61,map->robot,-1.451439664642857,12.76960511759972,179.04099435790403
62,map->robot,-5.530697122263421,12.838980908629228,178.63012397890532
63,map->robot,-5.549079882776262,13.29343811728949,-2.7608902411502356
64,map->robot,-1.6015522789471373,13.012654207143445,-3.499082690363606
65,map->robot,-1.6568216778324825,13.244444124314875,-175.33460186807542
66,map->robot,-5.511730572278436,12.909076449794323,-175.4982564778826
67,map->robot,-5.311922323116882,13.673340373034144,-5.530192256559366
68,map->robot,-1.7111364492546457,13.25474680316007,-6.726729032021084
69,map->robot,-1.3868966551444935,9.438154609039804,179.52547034215766
70,map->robot,-5.491942170277484,9.417832728117203,178.39273902279507
71,map->robot,-5.314666435186853,9.160990124538852,-1.0864427235829948
72,map->robot,-2.0253072356634316,9.078868434627744,-0.9181425634760365
73,map->robot,-1.6071596347270152,8.498911914877745,-172.50082275216909
74,map->robot,-5.597914243003924,8.028278265324296,-173.69524273324535
75,map->robot,-5.254222727649715,7.826431357982036,-6.620033655038951
76,map->robot,-1.936194586904886,7.4365812743403,-7.4526402709929815
77,map->robot,-1.770803613175909,6.978603023043226,-179.79615454985571
78,map->robot,-5.306818940367172,7.00619628556624,179.4942303133358
79,map->robot,-4.558404568445415,6.973104063033491,2.965461937853439
80,map->robot,-1.904232598275044,7.075569669622759,1.5546040343329048
81,map->robot,-5.272389608839406,7.4405619589131025,90.30479014036509
82,map->robot,-5.023080830890416,13.68523442285522,87.90013320099781
83,map->robot,-3.8591342737528738,11.561212566233248,-51.5110009572169
84,map->robot,-2.157631153317583,9.47006481280287,-52.805304749775615
85,map->robot,-3.9677713465117854,8.42134717992173,23.143750542094132
86,map->robot,-1.8801507225206429,9.474906407424434,22.630727547972757
87,map->robot,-1.9527330331767523,7.78579208477731,-175.92310533940207
88,map->robot,-1.9534953316308723,7.786273806675479,-175.92104311614028
89,map->robot,-5.673392755237964,7.568411252769114,-177.6180816404638
