-5.751823425292969,13.979202270507812
-4.863046646118164,13.945547103881836
-4.231865882873535,13.86313247680664
-3.251140594482422,13.668838500976562
-2.7040252685546875,13.15038013458252
-2.454583168029785,12.564050674438477
-2.4447736740112305,11.951786041259766
-2.6683034896850586,11.573899269104004
-3.054825782775879,11.553326606750488
-3.472688674926758,11.720724105834961
-3.850327491760254,12.097983360290527
-3.7072219848632812,12.332313537597656
-3.3710718154907227,12.506475448608398
-3.2966041564941406,12.836190223693848
-3.7267379760742188,13.082204818725586
-4.154703140258789,13.123311996459961
-4.267020225524902,13.112628936767578
-4.779778480529785,12.834556579589844
-4.517770767211914,11.82571029663086
-4.2378997802734375,11.384808540344238
-3.707456588745117,11.069665908813477
-2.775136947631836,11.230223655700684
-2.1309924125671387,11.514389991760254
-1.742802619934082,12.00537109375
-1.6698579788208008,12.74683666229248
-1.7840828895568848,13.32427978515625
-1.9986648559570312,14.054924964904785
-1.7006425857543945,14.08273696899414
-1.5181097984313965,14.054903030395508
-1.053635597229004,13.910353660583496
